,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192
Unnamed: 0,smooth,vanilla,smoke,spice,peat,caramel,spicy,oak,honey,smoky,sweetness,peaty,fruit,Sweet,rye,smokey,citrus,burn,chocolate,fruity,balanced,balance,sherry,cinnamon,apple,orange,pepper,wood,old,Smokey,floral,toffee,alcohol,warm,harsh,fruits,Strong,spices,dry,Smoky,creamy,Spicy,grain,solid,mellow,maple,Vanilla,zest,butterscotch,oaky,heat,lemon,smokiness,peated,cherry,Caramel,cigar,corn,Honey,soft,Solid,oily,apples,heavy,coffee,Sherry,salty,pear,Warm,smoothness,peppery,fire,salt,syrup,barley,tobacco,aged,green,Smoke,Peat,hit,cream,Carmel,campfire,banana,buttery,sharp,rough,Old,Fruity,butter,nutty,Peaty,apricot,ginger,spirit,crisp,clove,age,rounded,Oak,Decent,medicinal,smoked,charred,iodine,roasted,cherries,nuts,cereal,mint,Spice,tropical,Apple,tea,grass,brine,cabinet,nutmeg,Orange,cocoa,herbs,mango,molasses,char,peach,coconut,pears,Floral,seaweed,Citrus,grassy,silky,Fruit,almonds,Cinnamon,sherried,Creamy,candy,cloves,oranges,syrupy,citrusy,toast,zesty,pine,peatiness,salted,biscuit,biscuits,Buttery,berry,candied,granola,marmalade,apricots,walnuts,walnut,cedar,saltiness,shortbread,raisin,Sweeter,mahogany,Lemon,juice,forest,silk,nuttiness,Salty,rose,Peppery,Butterscotch,Maple,Toasted,Toffee,Woody,espresso,melon,sultanas,cigars,plum,baked,Coffey,pineapple,Cherry,Apples,liquorice,Wood,flowers,smoking,Ginger,plums
Mackmyra 10 Year Old,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michter's US* Single Barrel Straight Rye Whiskey,33.0,1.0,1.0,15.0,,2.0,17.0,2.0,,,7.0,,,,71.0,1.0,1.0,2.0,,1.0,,,,,,1.0,1.0,3.0,5.0,,,,2.0,1.0,4.0,,,1.0,,,,,4.0,8.0,2.0,1.0,,,4.0,,5.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,5.0,1.0,,2.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell & Son Green Spot Single Pot Still,36.0,5.0,,6.0,1.0,2.0,4.0,5.0,1.0,,1.0,,2.0,,,1.0,,4.0,,10.0,,1.0,3.0,,19.0,1.0,,3.0,3.0,,,,1.0,1.0,1.0,2.0,,2.0,,,5.0,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,1.0,5.0,1.0,,,,2.0,,1.0,,,,,2.0,,1.0,17.0,,,,,,,,2.0,,,,,1.0,,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,5.0,4.0,,,,1.0,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
Redbreast Lustau Edition,23.0,1.0,,11.0,1.0,5.0,4.0,2.0,1.0,,4.0,,4.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,13.0,2.0,1.0,2.0,5.0,1.0,3.0,,,2.0,,,,,,1.0,1.0,,6.0,,1.0,1.0,,,,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,3.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
Eagle Rare 10 Year Old,80.0,31.0,2.0,23.0,,20.0,13.0,15.0,12.0,2.0,12.0,,2.0,,3.0,,6.0,11.0,1.0,2.0,3.0,1.0,,9.0,2.0,6.0,1.0,1.0,3.0,,2.0,6.0,4.0,,3.0,3.0,,2.0,3.0,,,,1.0,10.0,1.0,1.0,,2.0,4.0,3.0,3.0,,,,3.0,,3.0,2.0,,1.0,,3.0,2.0,3.0,,,,1.0,,1.0,,1.0,,,,,2.0,1.0,,,,,,,1.0,,3.0,,,,1.0,2.0,,1.0,,2.0,,2.0,3.0,1.0,,,,,2.0,,,4.0,,,3.0,,,,,,,,2.0,,,,,2.0,2.0,,2.0,,,,,,,,3.0,,,,2.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Suntory The Chita Whisky,13.0,1.0,1.0,,,2.0,,1.0,6.0,,2.0,,3.0,,,,4.0,,1.0,6.0,,,1.0,1.0,,1.0,,2.0,1.0,,,1.0,1.0,3.0,1.0,3.0,,1.0,2.0,,,,8.0,,2.0,,,1.0,,,,3.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pike Creek 10 Year Old Rum Barrel Finished Canadian Whisky,11.0,2.0,,3.0,,,1.0,1.0,,,2.0,,3.0,,5.0,,,3.0,,,,,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togouchi 9 Year Old,22.0,,2.0,1.0,5.0,9.0,1.0,,,5.0,,,1.0,,,2.0,5.0,,,,,,,3.0,,4.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,1.0
Mitchell & Son Yellow Spot 12 Year Old,35.0,13.0,,8.0,,1.0,2.0,2.0,3.0,,3.0,,7.0,,,,,,1.0,3.0,,,2.0,1.0,,1.0,,1.0,3.0,,,2.0,,4.0,,1.0,,1.0,,,1.0,,1.0,,3.0,,,1.0,3.0,1.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,11.0,,,,2.0,,,,,,,,,2.0,3.0,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
Tuthilltown Spirits Hudson Baby Bourbon Whiskey,15.0,6.0,,3.0,,6.0,4.0,2.0,,4.0,2.0,,1.0,,,2.0,,3.0,,,2.0,,,1.0,,,,,,,1.0,,2.0,2.0,3.0,,,,,,,,,,2.0,2.0,,,1.0,,1.0,,,,,,,18.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,3.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teeling Single Grain Irish Whiskey,29.0,6.0,,3.0,,,5.0,1.0,3.0,,,,2.0,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,1.0,,1.0,,1.0,2.0,2.0,1.0,,,3.0,,2.0,,4.0,,1.0,,,,6.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Omar Sherry Cask Single Malt Whisky,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zuidam Millstone 100 Rye Whisky,8.0,2.0,,5.0,,3.0,17.0,4.0,1.0,,4.0,1.0,,,15.0,,2.0,,7.0,2.0,,,,2.0,,2.0,5.0,1.0,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Writers Tears Copper Pot,111.0,6.0,3.0,13.0,,2.0,14.0,7.0,36.0,1.0,8.0,1.0,4.0,,1.0,1.0,25.0,5.0,4.0,6.0,1.0,3.0,,,8.0,1.0,2.0,,,,12.0,,,5.0,4.0,,,2.0,3.0,,5.0,,1.0,,2.0,,,1.0,1.0,,,10.0,1.0,2.0,,,,,,7.0,,,2.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,,,2.0,,,,1.0,,,3.0,1.0,2.0,1.0,,,,1.0,,,1.0,,2.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,2.0,,,,1.0,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Yushan Signature Bourbon Cask,,2.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenne BRENNE French Single Malt Whisky - Estate Cask,3.0,3.0,,1.0,,1.0,,1.0,,1.0,,,2.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.W. Harper I.W.Harper Straight Bourbon,8.0,5.0,,,,1.0,,3.0,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,2.0,,,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikka Coffey Grain Whisky,68.0,40.0,3.0,11.0,1.0,16.0,10.0,8.0,6.0,1.0,4.0,,6.0,,,,1.0,6.0,3.0,6.0,2.0,3.0,,4.0,3.0,1.0,5.0,,2.0,,1.0,6.0,5.0,4.0,1.0,2.0,,1.0,1.0,,1.0,,9.0,3.0,4.0,4.0,,,3.0,1.0,,,2.0,,,,,7.0,,1.0,,,,1.0,18.0,,1.0,1.0,,5.0,1.0,,,10.0,,,,,,,1.0,,,,2.0,1.0,1.0,2.0,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,3.0,,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,3.0,,,5.0,,,,,,,,2.0,,,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,1.0,,2.0,,,,,1.0,,,
Powers 12 Year Old John's Lane Release,30.0,13.0,,7.0,,1.0,9.0,3.0,5.0,1.0,2.0,,13.0,,,2.0,,1.0,9.0,2.0,6.0,2.0,,,,,,,1.0,,1.0,,,1.0,,2.0,,1.0,3.0,,,,2.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,3.0,1.0,,6.0,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Few Bourbon Whiskey,86.0,8.0,3.0,19.0,2.0,36.0,18.0,9.0,3.0,1.0,8.0,2.0,4.0,,29.0,4.0,2.0,17.0,1.0,1.0,4.0,,,17.0,1.0,2.0,2.0,4.0,3.0,,,1.0,12.0,2.0,14.0,,,,7.0,,1.0,,3.0,8.0,,1.0,,,,,5.0,1.0,,,1.0,,1.0,3.0,,3.0,,,,1.0,,,,,,5.0,1.0,,,1.0,1.0,3.0,1.0,,,,2.0,,,,,,4.0,4.0,,,,,,2.0,,2.0,1.0,14.0,,1.0,,,,,7.0,,,,,2.0,,,,,3.0,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,7.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Irishman Single Malt Irish Whiskey (1L),,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Trace 80 Proof Bourbon,13.0,4.0,,3.0,,6.0,9.0,3.0,3.0,,1.0,,4.0,,1.0,,,,,,3.0,1.0,,3.0,4.0,1.0,1.0,,9.0,,,1.0,2.0,2.0,4.0,,,1.0,,,,,,7.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,2.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James E. Pepper 1776 7 Year Old Bourbon Whiskey,3.0,7.0,1.0,9.0,,5.0,7.0,2.0,2.0,,3.0,,,,1.0,,,2.0,2.0,,,2.0,1.0,2.0,,,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roe & Co Blended Irish Whiskey,31.0,19.0,1.0,9.0,,6.0,11.0,1.0,2.0,,2.0,1.0,4.0,,,1.0,,3.0,,1.0,1.0,,,3.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,7.0,,,2.0,1.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,3.0,,1.0,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameson Caskmates Stout Edition,51.0,2.0,2.0,1.0,,1.0,,2.0,,2.0,3.0,1.0,3.0,,2.0,,2.0,1.0,15.0,1.0,,1.0,,3.0,1.0,1.0,,,1.0,,1.0,,2.0,3.0,,,,1.0,,,4.0,,,4.0,6.0,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,7.0,,,1.0,,1.0,,,,,,,2.0,,,,1.0,2.0,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswolds Single Malt Whisky,27.0,1.0,5.0,13.0,2.0,5.0,11.0,1.0,9.0,1.0,4.0,,14.0,,,2.0,2.0,3.0,,9.0,1.0,,,,2.0,11.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,4.0,,2.0,,,1.0,,,1.0,1.0,,,2.0,6.0,,,,,,,,,,,1.0,,2.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,6.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,3.0,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Kurayoshi 12 Year Old Pure Malt Whisky,7.0,5.0,1.0,1.0,3.0,2.0,,2.0,,,1.0,2.0,2.0,,,1.0,,,2.0,,1.0,,,,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Hellyers Road 10 Year Old,3.0,4.0,1.0,5.0,,2.0,7.0,1.0,2.0,1.0,5.0,,1.0,,,2.0,1.0,,,3.0,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,4.0,,,,,8.0,,,4.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,3.0,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Rampur Vintage Select Casks,7.0,1.0,,5.0,,3.0,15.0,,,1.0,,,,,,,3.0,,1.0,6.0,1.0,1.0,,,7.0,,,,,,7.0,,1.0,,,1.0,,,,,4.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
Kaiyo Mizunara Aged Cask Strength Japanese Malt Whisky,6.0,6.0,1.0,3.0,,1.0,1.0,5.0,,,1.0,,2.0,,,,1.0,,,2.0,,3.0,,,,3.0,,1.0,,,2.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koval Single Barrel Bourbon Whiskey,113.0,13.0,2.0,8.0,,24.0,8.0,6.0,5.0,5.0,22.0,,11.0,,5.0,,1.0,12.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,4.0,,1.0,,7.0,4.0,8.0,,,1.0,5.0,,1.0,,5.0,2.0,10.0,,,,,5.0,1.0,,,,,,1.0,7.0,,2.0,,,,1.0,,,,,,1.0,,2.0,,,3.0,12.0,2.0,,,,1.0,,,1.0,1.0,3.0,2.0,3.0,,,1.0,,,7.0,,4.0,,,1.0,1.0,,,1.0,2.0,,,,,,,1.0,,,,1.0,,,,,,,,6.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
Unnamed: 270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Writers Tears Cask Strength 2018 Release,3.0,,,2.0,,,6.0,,6.0,,2.0,,,,,,,1.0,2.0,,,,,,,,,1.0,,,4.0,,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Templeton Rye Spirits Templeton 6 Year Old Rye Whiskey,4.0,,,3.0,,2.0,3.0,1.0,,,1.0,,,,10.0,,,,,1.0,,,,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul John Peated Select Cask,2.0,,8.0,3.0,9.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,,,,2.0,,1.0,,,1.0,,,,,2.0,1.0,1.0,,,,,4.0,2.0,,,,1.0,,,,,,1.0,1.0,,,,,,3.0,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Glendalough 13 Year Old Mizunara Finish,2.0,,,2.0,,2.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Kaiyo Japanese Mizunara Oak,6.0,4.0,5.0,4.0,1.0,,4.0,4.0,7.0,5.0,1.0,,2.0,,,1.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,,1.0,4.0,,,2.0,,1.0,,,,,,,,,,,2.0,1.0,,,,,2.0,,,1.0,,,,,,,,,4.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kura Pure Malt Whisky Rum Cask Finish,3.0,1.0,9.0,1.0,8.0,,1.0,1.0,1.0,,2.0,9.0,,,,3.0,2.0,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrut Peated Single Malt Whisky,5.0,1.0,1.0,1.0,5.0,,1.0,2.0,,3.0,,3.0,,,,1.0,,,,2.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameson The Blender's Dog,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
